song,artist,uri,features_danceability,features_energy,features_key,features_loudness,features_mode,features_speechiness,features_acousticness,features_instrumentalness,features_liveness,features_valence,features_tempo,features_type,features_id,features_uri,features_track_href,features_analysis_url,features_duration_ms,features_time_signature
Beethoven,Kenndog,spotify:track:5V7eE5xpJKbBCnzlO4JSNc,0.875,0.65,9,-8.914,0,0.113,0.149,9.48e-06,0.106,0.501,102.971,audio_features,5V7eE5xpJKbBCnzlO4JSNc,spotify:track:5V7eE5xpJKbBCnzlO4JSNc,https://api.spotify.com/v1/tracks/5V7eE5xpJKbBCnzlO4JSNc,https://api.spotify.com/v1/audio-analysis/5V7eE5xpJKbBCnzlO4JSNc,144562,4
Good Ol Love,Masta Ace,spotify:track:1RZwfy4hD9ixk4XcIQpyW1,0.61,0.75,1,-5.811,1,0.146,0.201,0,0.946,0.627,95.048,audio_features,1RZwfy4hD9ixk4XcIQpyW1,spotify:track:1RZwfy4hD9ixk4XcIQpyW1,https://api.spotify.com/v1/tracks/1RZwfy4hD9ixk4XcIQpyW1,https://api.spotify.com/v1/audio-analysis/1RZwfy4hD9ixk4XcIQpyW1,226867,4
Da Grind (Featuring Apocalypse),Masta Ace,spotify:track:2ouC5Zp9p98n6kAsXarudl,0.729,0.619,2,-6.798,1,0.386,0.204,0,0.0948,0.649,88.02,audio_features,2ouC5Zp9p98n6kAsXarudl,spotify:track:2ouC5Zp9p98n6kAsXarudl,https://api.spotify.com/v1/tracks/2ouC5Zp9p98n6kAsXarudl,https://api.spotify.com/v1/audio-analysis/2ouC5Zp9p98n6kAsXarudl,207693,4
Acknowledge,Masta Ace,spotify:track:23RJg00mFONjIqYML6mtsE,0.729,0.705,11,-7.27,0,0.396,0.227,0,0.109,0.626,91.582,audio_features,23RJg00mFONjIqYML6mtsE,spotify:track:23RJg00mFONjIqYML6mtsE,https://api.spotify.com/v1/tracks/23RJg00mFONjIqYML6mtsE,https://api.spotify.com/v1/audio-analysis/23RJg00mFONjIqYML6mtsE,253307,4
Beautiful,Masta Ace,spotify:track:03ei3y4ilLVo2iZCap6gtp,0.556,0.485,4,-4.477,0,0.263,0.301,0,0.104,0.359,99.235,audio_features,03ei3y4ilLVo2iZCap6gtp,spotify:track:03ei3y4ilLVo2iZCap6gtp,https://api.spotify.com/v1/tracks/03ei3y4ilLVo2iZCap6gtp,https://api.spotify.com/v1/audio-analysis/03ei3y4ilLVo2iZCap6gtp,264400,4
Big City,Masta Ace,spotify:track:3v0FOLyVRm26tXPyWGRCsO,0.709,0.721,5,-5.773,0,0.345,0.0228,0,0.349,0.459,83.611,audio_features,3v0FOLyVRm26tXPyWGRCsO,spotify:track:3v0FOLyVRm26tXPyWGRCsO,https://api.spotify.com/v1/tracks/3v0FOLyVRm26tXPyWGRCsO,https://api.spotify.com/v1/audio-analysis/3v0FOLyVRm26tXPyWGRCsO,181493,4
H.O.O.D.,Masta Ace,spotify:track:63B6RvjhocYifGQRNAwXWH,0.696,0.699,1,-6.978,1,0.41,0.182,0,0.784,0.625,84.432,audio_features,63B6RvjhocYifGQRNAwXWH,spotify:track:63B6RvjhocYifGQRNAwXWH,https://api.spotify.com/v1/tracks/63B6RvjhocYifGQRNAwXWH,https://api.spotify.com/v1/audio-analysis/63B6RvjhocYifGQRNAwXWH,225667,4
Soda & Soap (Featuring Jean Grae),Masta Ace,spotify:track:1sz7jKNRQQVwGp5xKxuixo,0.657,0.844,11,-3.985,0,0.316,0.181,0.00516,0.362,0.523,94.948,audio_features,1sz7jKNRQQVwGp5xKxuixo,spotify:track:1sz7jKNRQQVwGp5xKxuixo,https://api.spotify.com/v1/tracks/1sz7jKNRQQVwGp5xKxuixo,https://api.spotify.com/v1/audio-analysis/1sz7jKNRQQVwGp5xKxuixo,252867,4
Young Black Intelligent,Masta Ace,spotify:track:74dSnisQPDjL5Sjd6MEjX6,0.68,0.687,7,-8.56,1,0.324,0.1,0,0.214,0.786,95.114,audio_features,74dSnisQPDjL5Sjd6MEjX6,spotify:track:74dSnisQPDjL5Sjd6MEjX6,https://api.spotify.com/v1/tracks/74dSnisQPDjL5Sjd6MEjX6,https://api.spotify.com/v1/audio-analysis/74dSnisQPDjL5Sjd6MEjX6,257764,4
Juanita Estefan,Masta Ace,spotify:track:3MDyX6t9sZsJ5PDaRWHwnp,0.799,0.463,9,-7.514,1,0.124,0.187,1.34e-05,0.104,0.501,91.031,audio_features,3MDyX6t9sZsJ5PDaRWHwnp,spotify:track:3MDyX6t9sZsJ5PDaRWHwnp,https://api.spotify.com/v1/tracks/3MDyX6t9sZsJ5PDaRWHwnp,https://api.spotify.com/v1/audio-analysis/3MDyX6t9sZsJ5PDaRWHwnp,257658,4
Nnuff,Masta Ace,spotify:track:7BMPSMifdmYeAW8RPIrqwb,0.798,0.59,6,-6.442,0,0.222,0.225,0,0.707,0.686,90.075,audio_features,7BMPSMifdmYeAW8RPIrqwb,spotify:track:7BMPSMifdmYeAW8RPIrqwb,https://api.spotify.com/v1/tracks/7BMPSMifdmYeAW8RPIrqwb,https://api.spotify.com/v1/audio-analysis/7BMPSMifdmYeAW8RPIrqwb,288493,4
No Regrets,Masta Ace,spotify:track:3KCL7OS0XntKD0dm0zNaln,0.701,0.76,8,-6.18,1,0.269,0.269,0,0.295,0.654,95.049,audio_features,3KCL7OS0XntKD0dm0zNaln,spotify:track:3KCL7OS0XntKD0dm0zNaln,https://api.spotify.com/v1/tracks/3KCL7OS0XntKD0dm0zNaln,https://api.spotify.com/v1/audio-analysis/3KCL7OS0XntKD0dm0zNaln,185440,4
Buried Alive Interlude,Drake,spotify:track:1ZyudLFv35SRvY5SvTZqJx,0.711,0.543,0,-12.692,1,0.112,0.412,0,0.505,0.801,102.01,audio_features,1ZyudLFv35SRvY5SvTZqJx,spotify:track:1ZyudLFv35SRvY5SvTZqJx,https://api.spotify.com/v1/tracks/1ZyudLFv35SRvY5SvTZqJx,https://api.spotify.com/v1/audio-analysis/1ZyudLFv35SRvY5SvTZqJx,150960,4
Under Ground Kings,Drake,spotify:track:1D9XLqQp2YYiOxrr5KLb8K,0.487,0.712,8,-7.323,1,0.27,5.2e-05,0,0.198,0.397,156.209,audio_features,1D9XLqQp2YYiOxrr5KLb8K,spotify:track:1D9XLqQp2YYiOxrr5KLb8K,https://api.spotify.com/v1/tracks/1D9XLqQp2YYiOxrr5KLb8K,https://api.spotify.com/v1/audio-analysis/1D9XLqQp2YYiOxrr5KLb8K,212613,4
Lord Knows,Drake,spotify:track:1QBwk6GTCxVdC2hoSw9tlM,0.417,0.887,5,-5.551,0,0.367,0.0786,0,0.834,0.303,167.579,audio_features,1QBwk6GTCxVdC2hoSw9tlM,spotify:track:1QBwk6GTCxVdC2hoSw9tlM,https://api.spotify.com/v1/tracks/1QBwk6GTCxVdC2hoSw9tlM,https://api.spotify.com/v1/audio-analysis/1QBwk6GTCxVdC2hoSw9tlM,307640,4
The Real Her,Drake,spotify:track:74atKkOasLOVzvqB6mYgga,0.567,0.309,8,-14.254,1,0.385,0.166,0,0.12,0.509,65.041,audio_features,74atKkOasLOVzvqB6mYgga,spotify:track:74atKkOasLOVzvqB6mYgga,https://api.spotify.com/v1/tracks/74atKkOasLOVzvqB6mYgga,https://api.spotify.com/v1/audio-analysis/74atKkOasLOVzvqB6mYgga,321080,4
U With Me?,Drake,spotify:track:03L2AoiRbWhvt7BDMx1jUB,0.429,0.43,2,-11.373,1,0.165,0.338,1.18e-05,0.138,0.125,174.983,audio_features,03L2AoiRbWhvt7BDMx1jUB,spotify:track:03L2AoiRbWhvt7BDMx1jUB,https://api.spotify.com/v1/tracks/03L2AoiRbWhvt7BDMx1jUB,https://api.spotify.com/v1/audio-analysis/03L2AoiRbWhvt7BDMx1jUB,297373,4
Too Good,Drake,spotify:track:3BtuIIrQlkujKPuWF2B85z,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,audio_features,3BtuIIrQlkujKPuWF2B85z,spotify:track:3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/tracks/3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/audio-analysis/3BtuIIrQlkujKPuWF2B85z,263373,4
SPECIAL (feat. Nekfeu & Fousheé),Laylow,spotify:track:11HLDMuPD3wh88XHw4udKO,0.674,0.52,10,-9.464,0,0.146,0.187,2.48e-06,0.259,0.407,70.572,audio_features,11HLDMuPD3wh88XHw4udKO,spotify:track:11HLDMuPD3wh88XHw4udKO,https://api.spotify.com/v1/tracks/11HLDMuPD3wh88XHw4udKO,https://api.spotify.com/v1/audio-analysis/11HLDMuPD3wh88XHw4udKO,231587,4
TASTE,Snoh Aalegra,spotify:track:08Vic0KfYKbJmuiG08wKMq,0.791,0.451,9,-9.208,0,0.09,0.323,0,0.18,0.327,122.044,audio_features,08Vic0KfYKbJmuiG08wKMq,spotify:track:08Vic0KfYKbJmuiG08wKMq,https://api.spotify.com/v1/tracks/08Vic0KfYKbJmuiG08wKMq,https://api.spotify.com/v1/audio-analysis/08Vic0KfYKbJmuiG08wKMq,137533,4
EVERYTHING,Snoh Aalegra,spotify:track:5MojGzr5ydCs8PSgLXNnit,0.537,0.395,1,-9.259,1,0.12,0.64,0.000274,0.189,0.347,117.777,audio_features,5MojGzr5ydCs8PSgLXNnit,spotify:track:5MojGzr5ydCs8PSgLXNnit,https://api.spotify.com/v1/tracks/5MojGzr5ydCs8PSgLXNnit,https://api.spotify.com/v1/audio-analysis/5MojGzr5ydCs8PSgLXNnit,245280,3
Movie,Blxst,spotify:track:2qeIlmokUP6K0KURNiFkTI,0.491,0.613,2,-5.86,0,0.19,0.213,0,0.103,0.713,99.425,audio_features,2qeIlmokUP6K0KURNiFkTI,spotify:track:2qeIlmokUP6K0KURNiFkTI,https://api.spotify.com/v1/tracks/2qeIlmokUP6K0KURNiFkTI,https://api.spotify.com/v1/audio-analysis/2qeIlmokUP6K0KURNiFkTI,115264,4
One of Them Ones,Blxst,spotify:track:4RiZRDKcQcsXIu7gY4YYVQ,0.601,0.691,10,-4.699,0,0.35,0.0249,0,0.124,0.513,97.799,audio_features,4RiZRDKcQcsXIu7gY4YYVQ,spotify:track:4RiZRDKcQcsXIu7gY4YYVQ,https://api.spotify.com/v1/tracks/4RiZRDKcQcsXIu7gY4YYVQ,https://api.spotify.com/v1/audio-analysis/4RiZRDKcQcsXIu7gY4YYVQ,165547,4
Beginning to the Ending,Blxst,spotify:track:35jakpzJ7Kf1BRTsBBSICW,0.471,0.533,8,-7.08,1,0.289,0.305,0,0.119,0.34,82.347,audio_features,35jakpzJ7Kf1BRTsBBSICW,spotify:track:35jakpzJ7Kf1BRTsBBSICW,https://api.spotify.com/v1/tracks/35jakpzJ7Kf1BRTsBBSICW,https://api.spotify.com/v1/audio-analysis/35jakpzJ7Kf1BRTsBBSICW,145093,3
Sinner,Adekunle Gold,spotify:track:3k6Y1ESBwF1low4hHsY4wu,0.507,0.548,1,-6.509,0,0.38,0.745,0,0.198,0.51,136.041,audio_features,3k6Y1ESBwF1low4hHsY4wu,spotify:track:3k6Y1ESBwF1low4hHsY4wu,https://api.spotify.com/v1/tracks/3k6Y1ESBwF1low4hHsY4wu,https://api.spotify.com/v1/audio-analysis/3k6Y1ESBwF1low4hHsY4wu,174118,5
Pink + White,Frank Ocean,spotify:track:3xKsf9qdS1CyvXSMEid6g8,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
Solo,Frank Ocean,spotify:track:35xSkNIXi504fcEwz9USRB,0.469,0.289,5,-10.625,0,0.0366,0.85,2.48e-06,0.161,0.258,133.805,audio_features,35xSkNIXi504fcEwz9USRB,spotify:track:35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/tracks/35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/audio-analysis/35xSkNIXi504fcEwz9USRB,257380,4
Nights,Frank Ocean,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-06,0.113,0.428,89.87,audio_features,7eqoqGkKwgOaWNNHx90uEZ,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,307151,4
Novacane,Frank Ocean,spotify:track:4osgfFTICMkcGbbigdsa53,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,audio_features,4osgfFTICMkcGbbigdsa53,spotify:track:4osgfFTICMkcGbbigdsa53,https://api.spotify.com/v1/tracks/4osgfFTICMkcGbbigdsa53,https://api.spotify.com/v1/audio-analysis/4osgfFTICMkcGbbigdsa53,302347,4
Super Rich Kids,Frank Ocean,spotify:track:0K9oqDmJBgSFjXU1bUY9Fk,0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,audio_features,0K9oqDmJBgSFjXU1bUY9Fk,spotify:track:0K9oqDmJBgSFjXU1bUY9Fk,https://api.spotify.com/v1/tracks/0K9oqDmJBgSFjXU1bUY9Fk,https://api.spotify.com/v1/audio-analysis/0K9oqDmJBgSFjXU1bUY9Fk,304760,4
Pink Matter,Frank Ocean,spotify:track:0C3W4yLCuyUxIEwkSpBO8H,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,audio_features,0C3W4yLCuyUxIEwkSpBO8H,spotify:track:0C3W4yLCuyUxIEwkSpBO8H,https://api.spotify.com/v1/tracks/0C3W4yLCuyUxIEwkSpBO8H,https://api.spotify.com/v1/audio-analysis/0C3W4yLCuyUxIEwkSpBO8H,268813,3
Grain de sable,Booba,spotify:track:1wq6CLiywo8ewiOLB9CYCe,0.607,0.296,2,-10.564,0,0.0467,0.867,0,0.119,0.437,130.023,audio_features,1wq6CLiywo8ewiOLB9CYCe,spotify:track:1wq6CLiywo8ewiOLB9CYCe,https://api.spotify.com/v1/tracks/1wq6CLiywo8ewiOLB9CYCe,https://api.spotify.com/v1/audio-analysis/1wq6CLiywo8ewiOLB9CYCe,180243,4
Confessions (Interlude),Black Kent,spotify:track:1nG5QTuX0TIVX6tALLojX5,0.565,0.472,7,-9.928,1,0.228,0.557,0,0.267,0.198,85.381,audio_features,1nG5QTuX0TIVX6tALLojX5,spotify:track:1nG5QTuX0TIVX6tALLojX5,https://api.spotify.com/v1/tracks/1nG5QTuX0TIVX6tALLojX5,https://api.spotify.com/v1/audio-analysis/1nG5QTuX0TIVX6tALLojX5,194853,4
Mes chances,Black Kent,spotify:track:4m663SW6P0pp50zacFYCVq,0.599,0.832,9,-6.284,0,0.246,0.105,0,0.136,0.334,86.418,audio_features,4m663SW6P0pp50zacFYCVq,spotify:track:4m663SW6P0pp50zacFYCVq,https://api.spotify.com/v1/tracks/4m663SW6P0pp50zacFYCVq,https://api.spotify.com/v1/audio-analysis/4m663SW6P0pp50zacFYCVq,228560,4
With Them,Young Thug,spotify:track:0tISnxqgVmxqhVghsTi2Rr,0.926,0.517,9,-6.794,1,0.184,0.00218,0,0.091,0.284,132.07,audio_features,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,https://api.spotify.com/v1/tracks/0tISnxqgVmxqhVghsTi2Rr,https://api.spotify.com/v1/audio-analysis/0tISnxqgVmxqhVghsTi2Rr,197747,4
working,Tate McRae,spotify:track:31sSFHIe4NaxltVFOEIcTa,0.783,0.435,7,-7.78,1,0.0588,0.282,0,0.0833,0.512,106.974,audio_features,31sSFHIe4NaxltVFOEIcTa,spotify:track:31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/tracks/31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/audio-analysis/31sSFHIe4NaxltVFOEIcTa,210220,4
NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,spotify:track:1JXBNvlDEl2epKSJ9EOgKX,0.671,0.639,2,-6.852,0,0.134,0.0928,0,0.0941,0.385,119.82,audio_features,1JXBNvlDEl2epKSJ9EOgKX,spotify:track:1JXBNvlDEl2epKSJ9EOgKX,https://api.spotify.com/v1/tracks/1JXBNvlDEl2epKSJ9EOgKX,https://api.spotify.com/v1/audio-analysis/1JXBNvlDEl2epKSJ9EOgKX,216000,5
STILL CHOSE YOU (feat. Mustard),The Kid LAROI,spotify:track:637YZncqOkeFzcTmr7YijJ,0.724,0.5,5,-7.112,0,0.259,0.41,0,0.115,0.317,97.694,audio_features,637YZncqOkeFzcTmr7YijJ,spotify:track:637YZncqOkeFzcTmr7YijJ,https://api.spotify.com/v1/tracks/637YZncqOkeFzcTmr7YijJ,https://api.spotify.com/v1/audio-analysis/637YZncqOkeFzcTmr7YijJ,171429,4
ALWAYS DO,The Kid LAROI,spotify:track:0WPz9GrRaMaFUVdVWKpx2U,0.762,0.426,8,-6.865,1,0.113,0.0442,0,0.0858,0.582,167.827,audio_features,0WPz9GrRaMaFUVdVWKpx2U,spotify:track:0WPz9GrRaMaFUVdVWKpx2U,https://api.spotify.com/v1/tracks/0WPz9GrRaMaFUVdVWKpx2U,https://api.spotify.com/v1/audio-analysis/0WPz9GrRaMaFUVdVWKpx2U,151705,4
FEEL SOMETHING (feat. Marshmello),The Kid LAROI,spotify:track:2meUwHuMyPM0Ng1iTOc8eQ,0.523,0.609,1,-7.802,1,0.191,0.059,0,0.14,0.374,154.051,audio_features,2meUwHuMyPM0Ng1iTOc8eQ,spotify:track:2meUwHuMyPM0Ng1iTOc8eQ,https://api.spotify.com/v1/tracks/2meUwHuMyPM0Ng1iTOc8eQ,https://api.spotify.com/v1/audio-analysis/2meUwHuMyPM0Ng1iTOc8eQ,139041,4
MONEY ON ME,Lil Tecca,spotify:track:681ZlxQVB8XBPRZD1Wk4oi,0.67,0.401,0,-10.47,1,0.0722,0.0441,0,0.116,0.324,133.894,audio_features,681ZlxQVB8XBPRZD1Wk4oi,spotify:track:681ZlxQVB8XBPRZD1Wk4oi,https://api.spotify.com/v1/tracks/681ZlxQVB8XBPRZD1Wk4oi,https://api.spotify.com/v1/audio-analysis/681ZlxQVB8XBPRZD1Wk4oi,143284,4
More Time,Pop Smoke,spotify:track:5TJoARQMENPzacGbxF2B9F,0.628,0.581,2,-8.377,1,0.188,0.46,0,0.152,0.259,145.396,audio_features,5TJoARQMENPzacGbxF2B9F,spotify:track:5TJoARQMENPzacGbxF2B9F,https://api.spotify.com/v1/tracks/5TJoARQMENPzacGbxF2B9F,https://api.spotify.com/v1/audio-analysis/5TJoARQMENPzacGbxF2B9F,120828,4
Beat The Speaker,Pop Smoke,spotify:track:7uafHpsOQ4q6PZXocT2LMj,0.526,0.606,11,-8.113,0,0.262,0.209,3.31e-05,0.421,0.538,109.212,audio_features,7uafHpsOQ4q6PZXocT2LMj,spotify:track:7uafHpsOQ4q6PZXocT2LMj,https://api.spotify.com/v1/tracks/7uafHpsOQ4q6PZXocT2LMj,https://api.spotify.com/v1/audio-analysis/7uafHpsOQ4q6PZXocT2LMj,106667,5
Over The Top (feat. Drake),Smiley,spotify:track:3yaYgjEFkRw3PVjW9mV1TO,0.833,0.498,10,-5.196,0,0.117,0.0493,0,0.119,0.259,139.928,audio_features,3yaYgjEFkRw3PVjW9mV1TO,spotify:track:3yaYgjEFkRw3PVjW9mV1TO,https://api.spotify.com/v1/tracks/3yaYgjEFkRw3PVjW9mV1TO,https://api.spotify.com/v1/audio-analysis/3yaYgjEFkRw3PVjW9mV1TO,153406,4
Tellement,DA Uzi,spotify:track:4IMm3ba4iaKhZPTZjaLEw4,0.849,0.644,2,-7.022,1,0.309,0.609,0,0.208,0.461,125.847,audio_features,4IMm3ba4iaKhZPTZjaLEw4,spotify:track:4IMm3ba4iaKhZPTZjaLEw4,https://api.spotify.com/v1/tracks/4IMm3ba4iaKhZPTZjaLEw4,https://api.spotify.com/v1/audio-analysis/4IMm3ba4iaKhZPTZjaLEw4,158947,3
Ça tombe bien,DA Uzi,spotify:track:6xfYwy8Xa8tJdDg5DPNZdO,0.761,0.804,0,-5.352,0,0.0475,0.0685,0,0.213,0.599,94.067,audio_features,6xfYwy8Xa8tJdDg5DPNZdO,spotify:track:6xfYwy8Xa8tJdDg5DPNZdO,https://api.spotify.com/v1/tracks/6xfYwy8Xa8tJdDg5DPNZdO,https://api.spotify.com/v1/audio-analysis/6xfYwy8Xa8tJdDg5DPNZdO,154653,4
Damn (feat. 6lack),Omah Lay,spotify:track:2SVObssPWzeJquNyR05NjL,0.59,0.434,8,-5.975,0,0.253,0.327,0,0.102,0.493,141.392,audio_features,2SVObssPWzeJquNyR05NjL,spotify:track:2SVObssPWzeJquNyR05NjL,https://api.spotify.com/v1/tracks/2SVObssPWzeJquNyR05NjL,https://api.spotify.com/v1/audio-analysis/2SVObssPWzeJquNyR05NjL,159339,5
ATL Freestyle,6LACK,spotify:track:3Isj85ak2yj4EndfKFGs9x,0.74,0.586,0,-8.244,0,0.0483,0.361,7.24e-06,0.083,0.523,79.997,audio_features,3Isj85ak2yj4EndfKFGs9x,spotify:track:3Isj85ak2yj4EndfKFGs9x,https://api.spotify.com/v1/tracks/3Isj85ak2yj4EndfKFGs9x,https://api.spotify.com/v1/audio-analysis/3Isj85ak2yj4EndfKFGs9x,204129,4
Love Songs - Remix,Kaash Paige,spotify:track:5EFczt9dqrCu60udoD41Yy,0.62,0.364,5,-12.125,1,0.155,0.71,0.00149,0.0986,0.448,119.722,audio_features,5EFczt9dqrCu60udoD41Yy,spotify:track:5EFczt9dqrCu60udoD41Yy,https://api.spotify.com/v1/tracks/5EFczt9dqrCu60udoD41Yy,https://api.spotify.com/v1/audio-analysis/5EFczt9dqrCu60udoD41Yy,150000,4
"Yo Love - From ""Queen & Slim: The Soundtrack""",Vince Staples,spotify:track:3Vj8RQkFwOmDvUrwu6MtQZ,0.703,0.573,0,-9.032,1,0.0724,0.565,3.13e-06,0.0987,0.491,147.038,audio_features,3Vj8RQkFwOmDvUrwu6MtQZ,spotify:track:3Vj8RQkFwOmDvUrwu6MtQZ,https://api.spotify.com/v1/tracks/3Vj8RQkFwOmDvUrwu6MtQZ,https://api.spotify.com/v1/audio-analysis/3Vj8RQkFwOmDvUrwu6MtQZ,143830,4
2 On (feat. ScHoolboy Q),Tinashe,spotify:track:3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,audio_features,3jVtllWS5CFFWLQng8sKsr,spotify:track:3jVtllWS5CFFWLQng8sKsr,https://api.spotify.com/v1/tracks/3jVtllWS5CFFWLQng8sKsr,https://api.spotify.com/v1/audio-analysis/3jVtllWS5CFFWLQng8sKsr,227000,4
How Many Times (feat. Future),Tinashe,spotify:track:4oOzx2fEmOpPWb9LK2ReX0,0.632,0.456,9,-7.98,1,0.137,0.0116,0,0.199,0.302,154.601,audio_features,4oOzx2fEmOpPWb9LK2ReX0,spotify:track:4oOzx2fEmOpPWb9LK2ReX0,https://api.spotify.com/v1/tracks/4oOzx2fEmOpPWb9LK2ReX0,https://api.spotify.com/v1/audio-analysis/4oOzx2fEmOpPWb9LK2ReX0,215587,4
I Don't Mind (feat. Juicy J),Usher,spotify:track:7aXuop4Qambx5Oi3ynsKQr,0.87,0.464,4,-8.337,1,0.178,0.205,0,0.0902,0.457,112.974,audio_features,7aXuop4Qambx5Oi3ynsKQr,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989,4
Commitment Issues,Central Cee,spotify:track:0UCKUJU94sx8XBQnaNsRkB,0.8,0.71,5,-6.403,0,0.295,0.463,0,0.339,0.795,147.171,audio_features,0UCKUJU94sx8XBQnaNsRkB,spotify:track:0UCKUJU94sx8XBQnaNsRkB,https://api.spotify.com/v1/tracks/0UCKUJU94sx8XBQnaNsRkB,https://api.spotify.com/v1/audio-analysis/0UCKUJU94sx8XBQnaNsRkB,150664,4
Tu le sais,Kalash,spotify:track:5YGerFnx06FnfmMCnKYEPS,0.73,0.59,5,-6.27,0,0.151,0.35,0,0.124,0.308,91.988,audio_features,5YGerFnx06FnfmMCnKYEPS,spotify:track:5YGerFnx06FnfmMCnKYEPS,https://api.spotify.com/v1/tracks/5YGerFnx06FnfmMCnKYEPS,https://api.spotify.com/v1/audio-analysis/5YGerFnx06FnfmMCnKYEPS,222448,4
Built To Last,Tee Grizzley,spotify:track:77yFJrTrRR5wnBpPOjAaZd,0.824,0.762,1,-6.243,0,0.288,0.399,0,0.0701,0.295,100.499,audio_features,77yFJrTrRR5wnBpPOjAaZd,spotify:track:77yFJrTrRR5wnBpPOjAaZd,https://api.spotify.com/v1/tracks/77yFJrTrRR5wnBpPOjAaZd,https://api.spotify.com/v1/audio-analysis/77yFJrTrRR5wnBpPOjAaZd,186866,4
Change,Tee Grizzley,spotify:track:6cRnsENzWSxT3cPSJmuHum,0.799,0.774,4,-5.449,0,0.17,0.0234,0,0.0917,0.533,89.05,audio_features,6cRnsENzWSxT3cPSJmuHum,spotify:track:6cRnsENzWSxT3cPSJmuHum,https://api.spotify.com/v1/tracks/6cRnsENzWSxT3cPSJmuHum,https://api.spotify.com/v1/audio-analysis/6cRnsENzWSxT3cPSJmuHum,172569,4
Hit 'Em Up - Single Version,2Pac,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,0.916,0.844,7,-3.967,1,0.236,0.0394,0,0.0778,0.586,95.19,audio_features,0Z2J91b2iTGLVTZC4fKgxf,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/tracks/0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/audio-analysis/0Z2J91b2iTGLVTZC4fKgxf,312627,4
Be Your Girl (Kaytranada Edition),Teedra Moses,spotify:track:38spM0LahLUfQhOMAqA7AI,0.864,0.682,6,-6.73,0,0.386,0.208,5.27e-06,0.1,0.268,115.012,audio_features,38spM0LahLUfQhOMAqA7AI,spotify:track:38spM0LahLUfQhOMAqA7AI,https://api.spotify.com/v1/tracks/38spM0LahLUfQhOMAqA7AI,https://api.spotify.com/v1/audio-analysis/38spM0LahLUfQhOMAqA7AI,268087,4
Love Me Like You Say You Love Me,KYLE,spotify:track:48awI0zekKygGs7Yz03uNU,0.761,0.361,0,-12.557,1,0.0822,0.372,3.31e-06,0.116,0.514,127.976,audio_features,48awI0zekKygGs7Yz03uNU,spotify:track:48awI0zekKygGs7Yz03uNU,https://api.spotify.com/v1/tracks/48awI0zekKygGs7Yz03uNU,https://api.spotify.com/v1/audio-analysis/48awI0zekKygGs7Yz03uNU,139230,4
Astronaut In The Ocean,Masked Wolf,spotify:track:0BGwAKW4u8kWOhWFflZxfl,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,audio_features,0BGwAKW4u8kWOhWFflZxfl,spotify:track:0BGwAKW4u8kWOhWFflZxfl,https://api.spotify.com/v1/tracks/0BGwAKW4u8kWOhWFflZxfl,https://api.spotify.com/v1/audio-analysis/0BGwAKW4u8kWOhWFflZxfl,132780,4
